"action_id","title","action_layer","script_path","platform","audience","tier","status","mutation_capable","requires_admin","stores_credentials","stores_target_inventory","evidence","issue_area","action_type"
"STORAGE_DFS_DFS_SITE_COSTING_EVENT_COUNT_7D_V1","Dfs Site Costing Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1267-dfs-site-costing-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_GUIDANCE_PLAN_V1","Dfs Site Costing Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1268-dfs-site-costing-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_QUESTION_PLAN_V1","Dfs Site Costing Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1269-dfs-site-costing-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_SITE_COSTING_RUNNER_SUMMARY_V1","Dfs Site Costing Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1270-dfs-site-costing-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_PRESENCE_SUMMARY_V1","Dfs Target Priority Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1271-dfs-target-priority-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_STATUS_SUMMARY_V1","Dfs Target Priority Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1272-dfs-target-priority-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_CONFIGURATION_SUMMARY_V1","Dfs Target Priority Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1273-dfs-target-priority-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_COUNT_SUMMARY_V1","Dfs Target Priority Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1274-dfs-target-priority-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_RISK_CATEGORY_SUMMARY_V1","Dfs Target Priority Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1275-dfs-target-priority-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_EVENT_COUNT_24H_V1","Dfs Target Priority Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1276-dfs-target-priority-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_EVENT_COUNT_7D_V1","Dfs Target Priority Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1277-dfs-target-priority-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_GUIDANCE_PLAN_V1","Dfs Target Priority Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1278-dfs-target-priority-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_QUESTION_PLAN_V1","Dfs Target Priority Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1279-dfs-target-priority-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_TARGET_PRIORITY_RUNNER_SUMMARY_V1","Dfs Target Priority Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1280-dfs-target-priority-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_PRESENCE_SUMMARY_V1","Dfs Client To Server Path Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1281-dfs-client-to-server-path-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_STATUS_SUMMARY_V1","Dfs Client To Server Path Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1282-dfs-client-to-server-path-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_CONFIGURATION_SUMMARY_V1","Dfs Client To Server Path Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1283-dfs-client-to-server-path-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_COUNT_SUMMARY_V1","Dfs Client To Server Path Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1284-dfs-client-to-server-path-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_RISK_CATEGORY_SUMMARY_V1","Dfs Client To Server Path Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1285-dfs-client-to-server-path-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_EVENT_COUNT_24H_V1","Dfs Client To Server Path Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1286-dfs-client-to-server-path-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_EVENT_COUNT_7D_V1","Dfs Client To Server Path Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1287-dfs-client-to-server-path-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_GUIDANCE_PLAN_V1","Dfs Client To Server Path Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1288-dfs-client-to-server-path-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_QUESTION_PLAN_V1","Dfs Client To Server Path Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1289-dfs-client-to-server-path-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_CLIENT_TO_SERVER_PATH_RUNNER_SUMMARY_V1","Dfs Client To Server Path Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1290-dfs-client-to-server-path-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_PRESENCE_SUMMARY_V1","Dfs Namespace Permission Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1291-dfs-namespace-permission-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_STATUS_SUMMARY_V1","Dfs Namespace Permission Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1292-dfs-namespace-permission-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_CONFIGURATION_SUMMARY_V1","Dfs Namespace Permission Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1293-dfs-namespace-permission-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_COUNT_SUMMARY_V1","Dfs Namespace Permission Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1294-dfs-namespace-permission-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_RISK_CATEGORY_SUMMARY_V1","Dfs Namespace Permission Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1295-dfs-namespace-permission-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_EVENT_COUNT_24H_V1","Dfs Namespace Permission Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1296-dfs-namespace-permission-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_EVENT_COUNT_7D_V1","Dfs Namespace Permission Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1297-dfs-namespace-permission-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_GUIDANCE_PLAN_V1","Dfs Namespace Permission Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1298-dfs-namespace-permission-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_QUESTION_PLAN_V1","Dfs Namespace Permission Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1299-dfs-namespace-permission-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFS_NAMESPACE_PERMISSION_RUNNER_SUMMARY_V1","Dfs Namespace Permission Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1300-dfs-namespace-permission-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_PRESENCE_SUMMARY_V1","Dfsr Service Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1301-dfsr-service-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_STATUS_SUMMARY_V1","Dfsr Service Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1302-dfsr-service-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_CONFIGURATION_SUMMARY_V1","Dfsr Service Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1303-dfsr-service-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_COUNT_SUMMARY_V1","Dfsr Service Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1304-dfsr-service-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_RISK_CATEGORY_SUMMARY_V1","Dfsr Service Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1305-dfsr-service-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_EVENT_COUNT_24H_V1","Dfsr Service Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1306-dfsr-service-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_EVENT_COUNT_7D_V1","Dfsr Service Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1307-dfsr-service-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_GUIDANCE_PLAN_V1","Dfsr Service Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1308-dfsr-service-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_QUESTION_PLAN_V1","Dfsr Service Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1309-dfsr-service-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_SERVICE_RUNNER_SUMMARY_V1","Dfsr Service Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1310-dfsr-service-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_PRESENCE_SUMMARY_V1","Dfsr Replication Group Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1311-dfsr-replication-group-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_STATUS_SUMMARY_V1","Dfsr Replication Group Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1312-dfsr-replication-group-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_CONFIGURATION_SUMMARY_V1","Dfsr Replication Group Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1313-dfsr-replication-group-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_COUNT_SUMMARY_V1","Dfsr Replication Group Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1314-dfsr-replication-group-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_RISK_CATEGORY_SUMMARY_V1","Dfsr Replication Group Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1315-dfsr-replication-group-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_EVENT_COUNT_24H_V1","Dfsr Replication Group Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1316-dfsr-replication-group-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_EVENT_COUNT_7D_V1","Dfsr Replication Group Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1317-dfsr-replication-group-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_GUIDANCE_PLAN_V1","Dfsr Replication Group Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1318-dfsr-replication-group-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_QUESTION_PLAN_V1","Dfsr Replication Group Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1319-dfsr-replication-group-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATION_GROUP_RUNNER_SUMMARY_V1","Dfsr Replication Group Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1320-dfsr-replication-group-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_PRESENCE_SUMMARY_V1","Dfsr Replicated Folder Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1321-dfsr-replicated-folder-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_STATUS_SUMMARY_V1","Dfsr Replicated Folder Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1322-dfsr-replicated-folder-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_CONFIGURATION_SUMMARY_V1","Dfsr Replicated Folder Configuration Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1323-dfsr-replicated-folder-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_COUNT_SUMMARY_V1","Dfsr Replicated Folder Count Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1324-dfsr-replicated-folder-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_RISK_CATEGORY_SUMMARY_V1","Dfsr Replicated Folder Risk Category Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1325-dfsr-replicated-folder-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_EVENT_COUNT_24H_V1","Dfsr Replicated Folder Event Count 24h","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1326-dfsr-replicated-folder-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_EVENT_COUNT_7D_V1","Dfsr Replicated Folder Event Count 7d","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1327-dfsr-replicated-folder-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_GUIDANCE_PLAN_V1","Dfsr Replicated Folder Guidance Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1328-dfsr-replicated-folder-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_QUESTION_PLAN_V1","Dfsr Replicated Folder Question Plan","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1329-dfsr-replicated-folder-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_REPLICATED_FOLDER_RUNNER_SUMMARY_V1","Dfsr Replicated Folder Runner Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1330-dfsr-replicated-folder-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_BACKLOG_PRESENCE_SUMMARY_V1","Dfsr Backlog Presence Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1331-dfsr-backlog-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
"STORAGE_DFS_DFSR_BACKLOG_STATUS_SUMMARY_V1","Dfsr Backlog Status Summary","windows-dfs-namespace-replication-evidence-v1","action-layers/windows/storage-admin/windows-dfs-namespace-replication-evidence-v1/scripts/checks/1332-dfsr-backlog-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","windows-dfs-namespace-replication-evidence-v1","evidence"
