"number","action_id","title","layer","script_path","script_sha256","mutation_capable","stores_credentials","stores_target_inventory","evidence"
"3304","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_COUNT_SUMMARY_V1","Ldap Global Catalog Reachability Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3304-ldap-global-catalog-reachability-count-summary.ps1","6eca7f3dc1d216f8495937210bc9901093df88891efe1bcd3b3a2fd490ce75ac","False","False","False","safe sanitized evidence only"
"3305","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_RISK_CATEGORY_SUMMARY_V1","Ldap Global Catalog Reachability Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3305-ldap-global-catalog-reachability-risk-category-summary.ps1","001e3a35bd936a53cc2a5064a68895b38ab7c8a097e18ea83290683ba0ccc159","False","False","False","safe sanitized evidence only"
"3306","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_EVENT_COUNT_24H_V1","Ldap Global Catalog Reachability Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3306-ldap-global-catalog-reachability-event-count-24h.ps1","467fcd04ea275565ba5d5e694d1d244eec9ad48a97eaf14bc2fcf7d3f13011f2","False","False","False","safe sanitized evidence only"
"3307","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_EVENT_COUNT_7D_V1","Ldap Global Catalog Reachability Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3307-ldap-global-catalog-reachability-event-count-7d.ps1","bbb47a836179e10807a84fed8e070073d3179603905d93782300effee1b200ef","False","False","False","safe sanitized evidence only"
"3308","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_GUIDANCE_PLAN_V1","Ldap Global Catalog Reachability Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3308-ldap-global-catalog-reachability-guidance-plan.ps1","549d63f58cdaf01391e1dd487a3fc138f2f7d04c25cd31bd0f528a5ce7bd94b2","False","False","False","safe sanitized evidence only"
"3309","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_QUESTION_PLAN_V1","Ldap Global Catalog Reachability Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3309-ldap-global-catalog-reachability-question-plan.ps1","55b18744c5b13f88155fe402771e13c413620ad903c9d2db5169d695144d0218","False","False","False","safe sanitized evidence only"
"3310","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_LDAP_GLOBAL_CATALOG_REACHABILITY_RUNNER_SUMMARY_V1","Ldap Global Catalog Reachability Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3310-ldap-global-catalog-reachability-runner-summary.ps1","a63095025b5fc274f3be76805c06168b833c6ddf6a6fe9eb61afb40cac37b8cd","False","False","False","safe sanitized evidence only"
"3311","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_PRESENCE_SUMMARY_V1","Kerberos Kdc Reachability Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3311-kerberos-kdc-reachability-presence-summary.ps1","b48a739718ff2d6fd8f902b5cbcab8e23dac5912eba8bd85b33da74091812947","False","False","False","safe sanitized evidence only"
"3312","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_STATUS_SUMMARY_V1","Kerberos Kdc Reachability Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3312-kerberos-kdc-reachability-status-summary.ps1","27f3568dd97957d26f132760d7ade6c5807a87a1189168669e323135dffb6d59","False","False","False","safe sanitized evidence only"
"3313","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_CONFIGURATION_SUMMARY_V1","Kerberos Kdc Reachability Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3313-kerberos-kdc-reachability-configuration-summary.ps1","35530148da808793e512600ee7ef45b9f3a270895b00cb692dae22fa5da2e087","False","False","False","safe sanitized evidence only"
"3314","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_COUNT_SUMMARY_V1","Kerberos Kdc Reachability Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3314-kerberos-kdc-reachability-count-summary.ps1","7854769440ced5ace4a8deb06904e361ad51c41825eca1225ecb3b32cce96840","False","False","False","safe sanitized evidence only"
"3315","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_RISK_CATEGORY_SUMMARY_V1","Kerberos Kdc Reachability Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3315-kerberos-kdc-reachability-risk-category-summary.ps1","eccf650992329b77dd8f40c9b8b06b55b62ca348ae9cb93f82f516811a3f666e","False","False","False","safe sanitized evidence only"
"3316","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_EVENT_COUNT_24H_V1","Kerberos Kdc Reachability Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3316-kerberos-kdc-reachability-event-count-24h.ps1","74ff1a4acb3b6bb6a1481c25247de3ac1551f118231fc72d8eb87e87387b0676","False","False","False","safe sanitized evidence only"
"3317","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_EVENT_COUNT_7D_V1","Kerberos Kdc Reachability Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3317-kerberos-kdc-reachability-event-count-7d.ps1","a9965eb98087d7c652ab602e705c40a0ccca965f41472e1ce2b6d13008e2e17d","False","False","False","safe sanitized evidence only"
"3318","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_GUIDANCE_PLAN_V1","Kerberos Kdc Reachability Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3318-kerberos-kdc-reachability-guidance-plan.ps1","9845a4c0594b52aa8f5959778f8221974b82d3e67ecc74717e3db6cc0a38ca5f","False","False","False","safe sanitized evidence only"
"3319","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_QUESTION_PLAN_V1","Kerberos Kdc Reachability Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3319-kerberos-kdc-reachability-question-plan.ps1","c176f5a25eb9aae168082282d581b2ebb6026bc8c40b59898a9206647ffb810c","False","False","False","safe sanitized evidence only"
"3320","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_KERBEROS_KDC_REACHABILITY_RUNNER_SUMMARY_V1","Kerberos Kdc Reachability Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3320-kerberos-kdc-reachability-runner-summary.ps1","116bf4005579b15830d4707edb7edee1ea6ea8ed015f028593a9096d43599c22","False","False","False","safe sanitized evidence only"
"3321","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_PRESENCE_SUMMARY_V1","Firewall Port Path Smb Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3321-firewall-port-path-smb-presence-summary.ps1","f2fc8d3842158fc08247a0d35e801a185bfbc91e70440f27090871d7660e5ea2","False","False","False","safe sanitized evidence only"
"3322","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_STATUS_SUMMARY_V1","Firewall Port Path Smb Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3322-firewall-port-path-smb-status-summary.ps1","e64a2fda5d6bc3325d2743e792ab8245e2b97a655b46f1e5d1b8fe6256c439b4","False","False","False","safe sanitized evidence only"
"3323","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_CONFIGURATION_SUMMARY_V1","Firewall Port Path Smb Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3323-firewall-port-path-smb-configuration-summary.ps1","e780fc9992229a72cfb19c15c33845c9faaa07ad694fc6041d576d873583bb86","False","False","False","safe sanitized evidence only"
"3324","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_COUNT_SUMMARY_V1","Firewall Port Path Smb Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3324-firewall-port-path-smb-count-summary.ps1","f4909418bd9f8a3aaafc74144727fafbfd5f31342d6f1efcde484744161b6e04","False","False","False","safe sanitized evidence only"
"3325","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_RISK_CATEGORY_SUMMARY_V1","Firewall Port Path Smb Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3325-firewall-port-path-smb-risk-category-summary.ps1","e0a862e01f96fba2ae414c00d5c611a53502a6157fa5d555045088c12f2d281f","False","False","False","safe sanitized evidence only"
"3326","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_EVENT_COUNT_24H_V1","Firewall Port Path Smb Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3326-firewall-port-path-smb-event-count-24h.ps1","8bc54bed45f5886af8d910ca782b5b43fbc53360d92d319d0cb6d0473cde88cf","False","False","False","safe sanitized evidence only"
"3327","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_EVENT_COUNT_7D_V1","Firewall Port Path Smb Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3327-firewall-port-path-smb-event-count-7d.ps1","bd37ac84456940eaa81996cb00ec152e4ad0e3ede69636b5079866cc27038ec0","False","False","False","safe sanitized evidence only"
"3328","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_GUIDANCE_PLAN_V1","Firewall Port Path Smb Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3328-firewall-port-path-smb-guidance-plan.ps1","cbe47a0317666f6252d79e0da5cb1cfb151e5ae2851aa50a61c85bda045f95e2","False","False","False","safe sanitized evidence only"
"3329","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_QUESTION_PLAN_V1","Firewall Port Path Smb Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3329-firewall-port-path-smb-question-plan.ps1","e4800e2c2793ff76c536638a6a15fbdf5643b84ba7ef2fc3c572c0050d71b61d","False","False","False","safe sanitized evidence only"
"3330","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_SMB_RUNNER_SUMMARY_V1","Firewall Port Path Smb Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3330-firewall-port-path-smb-runner-summary.ps1","3ce8c6383c9417957e4149f3c5c1e63dae82c8d95095d619ee0fc359e00ca2d4","False","False","False","safe sanitized evidence only"
"3331","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_PRESENCE_SUMMARY_V1","Firewall Port Path Nfs Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3331-firewall-port-path-nfs-presence-summary.ps1","2e7e8783fe90c76f2f92950dda5b4b349e7c5f39145c787b3c5412c589381093","False","False","False","safe sanitized evidence only"
"3332","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_STATUS_SUMMARY_V1","Firewall Port Path Nfs Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3332-firewall-port-path-nfs-status-summary.ps1","8ada0e66b17f617a0c8a3deb149cbcd393e8e2716ce747e4ed629afed852c907","False","False","False","safe sanitized evidence only"
"3333","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_CONFIGURATION_SUMMARY_V1","Firewall Port Path Nfs Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3333-firewall-port-path-nfs-configuration-summary.ps1","8006b658c5480db635fc450539499952986c6e532d022b9edf78cc600e93672d","False","False","False","safe sanitized evidence only"
"3334","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_COUNT_SUMMARY_V1","Firewall Port Path Nfs Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3334-firewall-port-path-nfs-count-summary.ps1","9bf4909819db26a0b67e889d384d3e35259a55c4793b2f3b4943f509df42d2aa","False","False","False","safe sanitized evidence only"
"3335","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_RISK_CATEGORY_SUMMARY_V1","Firewall Port Path Nfs Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3335-firewall-port-path-nfs-risk-category-summary.ps1","bd14bc25aa38f371785a99951cd9a6939ff5679d1f4dab586274a4e012c907b8","False","False","False","safe sanitized evidence only"
"3336","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_EVENT_COUNT_24H_V1","Firewall Port Path Nfs Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3336-firewall-port-path-nfs-event-count-24h.ps1","390b4b3cc39d95734d154a03a2b443ff8f0c1be9be75f362493c5544697c7bd0","False","False","False","safe sanitized evidence only"
"3337","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_EVENT_COUNT_7D_V1","Firewall Port Path Nfs Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3337-firewall-port-path-nfs-event-count-7d.ps1","c780f8d5d476cd561ccda95f0fe1c4c22ae80ac0dbf73e6ed7decebe815974f0","False","False","False","safe sanitized evidence only"
"3338","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_GUIDANCE_PLAN_V1","Firewall Port Path Nfs Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3338-firewall-port-path-nfs-guidance-plan.ps1","93352635c0b13a59161c510ef49813514bbed2659a65c21f0fb6bf980355c435","False","False","False","safe sanitized evidence only"
"3339","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_QUESTION_PLAN_V1","Firewall Port Path Nfs Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3339-firewall-port-path-nfs-question-plan.ps1","9af90ea35ed613b5f0d104cdaad38395f5c7d087cc83ebadf8c1accd8c9e3bb5","False","False","False","safe sanitized evidence only"
"3340","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_NFS_RUNNER_SUMMARY_V1","Firewall Port Path Nfs Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3340-firewall-port-path-nfs-runner-summary.ps1","968dfe4e1caed002bd7a74aefeab355f6563f47596fc90fbc7db505e16d3b548","False","False","False","safe sanitized evidence only"
"3341","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_PRESENCE_SUMMARY_V1","Firewall Port Path Iscsi Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3341-firewall-port-path-iscsi-presence-summary.ps1","ffce79a9a6c2dfa25676c273180694dc00c4fab595fc66ce7d625d431f5c9cb4","False","False","False","safe sanitized evidence only"
"3342","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_STATUS_SUMMARY_V1","Firewall Port Path Iscsi Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3342-firewall-port-path-iscsi-status-summary.ps1","9392357e0b9027f1d2dc2bf1542e8fcc687fdb3b6c651b8b25e9a04e07760b36","False","False","False","safe sanitized evidence only"
"3343","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_CONFIGURATION_SUMMARY_V1","Firewall Port Path Iscsi Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3343-firewall-port-path-iscsi-configuration-summary.ps1","8308ae1d0715f366a92d4d37bfc5f755445289cc59c680ff4552bdcb5cc32d8d","False","False","False","safe sanitized evidence only"
"3344","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_COUNT_SUMMARY_V1","Firewall Port Path Iscsi Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3344-firewall-port-path-iscsi-count-summary.ps1","bc51040c3a0ebdd88fba17ffad4947b6ca68a85e721f3b8349ec58d426838726","False","False","False","safe sanitized evidence only"
"3345","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_RISK_CATEGORY_SUMMARY_V1","Firewall Port Path Iscsi Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3345-firewall-port-path-iscsi-risk-category-summary.ps1","ad3c85d6cac76cb24a14e6bf7653dea8fb649a869bd527e68c029972708d40a7","False","False","False","safe sanitized evidence only"
"3346","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_EVENT_COUNT_24H_V1","Firewall Port Path Iscsi Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3346-firewall-port-path-iscsi-event-count-24h.ps1","40ba48ca905e00e61d43c1994cb7385a332b0fa734b64e915f3ccade0198e0c2","False","False","False","safe sanitized evidence only"
"3347","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_EVENT_COUNT_7D_V1","Firewall Port Path Iscsi Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3347-firewall-port-path-iscsi-event-count-7d.ps1","88c8d66c0615f792dbcf3a2efa03c8a7baafa2cc228c24d2559da2b09885777c","False","False","False","safe sanitized evidence only"
"3348","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_GUIDANCE_PLAN_V1","Firewall Port Path Iscsi Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3348-firewall-port-path-iscsi-guidance-plan.ps1","f6ad68b8f081c578d3803855cca7587a0d22c38b7f446cfcf11c106ffdb80c98","False","False","False","safe sanitized evidence only"
"3349","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_QUESTION_PLAN_V1","Firewall Port Path Iscsi Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3349-firewall-port-path-iscsi-question-plan.ps1","842099d41544869083ed4caf146fe7fe69cefe9cc7821fe8f5dba5790de29eed","False","False","False","safe sanitized evidence only"
"3350","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_ISCSI_RUNNER_SUMMARY_V1","Firewall Port Path Iscsi Runner Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3350-firewall-port-path-iscsi-runner-summary.ps1","74d422127d291dfdea9423fa40275a414fc8f32b0277f8f425248a17c9af586a","False","False","False","safe sanitized evidence only"
"3351","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_PRESENCE_SUMMARY_V1","Firewall Port Path Management Api Presence Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3351-firewall-port-path-management-api-presence-summary.ps1","fa0eb163c886cdbd5a2b8c6e363d5bedabbc736edf370b44ae311c4faffa258f","False","False","False","safe sanitized evidence only"
"3352","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_STATUS_SUMMARY_V1","Firewall Port Path Management Api Status Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3352-firewall-port-path-management-api-status-summary.ps1","efa0fc578d74c6552ff58cb4f935abd77c0139fc851487d44979d505b5845e03","False","False","False","safe sanitized evidence only"
"3353","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_CONFIGURATION_SUMMARY_V1","Firewall Port Path Management Api Configuration Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3353-firewall-port-path-management-api-configuration-summary.ps1","27222f895b99ba380be42761026409039ec265e24ab4bf34bccb00dd726ccbda","False","False","False","safe sanitized evidence only"
"3354","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_COUNT_SUMMARY_V1","Firewall Port Path Management Api Count Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3354-firewall-port-path-management-api-count-summary.ps1","0ada3664bb992df9ca42ffc2c682b69507d5842409ae1d4719d820f98619722c","False","False","False","safe sanitized evidence only"
"3355","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_RISK_CATEGORY_SUMMARY_V1","Firewall Port Path Management Api Risk Category Summary","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3355-firewall-port-path-management-api-risk-category-summary.ps1","2b0b11835f36e421ab2d66d0b290976e49a3387983403456595917ea33cf4c28","False","False","False","safe sanitized evidence only"
"3356","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_EVENT_COUNT_24H_V1","Firewall Port Path Management Api Event Count 24h","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3356-firewall-port-path-management-api-event-count-24h.ps1","90cb7d845d5b0e85c6f39ec6c138845da6a966fc60ab43ce16886b12bf062392","False","False","False","safe sanitized evidence only"
"3357","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_EVENT_COUNT_7D_V1","Firewall Port Path Management Api Event Count 7d","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3357-firewall-port-path-management-api-event-count-7d.ps1","99f3506544d9390579312d91d2795030f443954656c8daa620b77ce6e26430c9","False","False","False","safe sanitized evidence only"
"3358","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_GUIDANCE_PLAN_V1","Firewall Port Path Management Api Guidance Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3358-firewall-port-path-management-api-guidance-plan.ps1","2a1f8732ac3526b64be6315b012971ec1480bef366852a34d6eaddc3f862a21c","False","False","False","safe sanitized evidence only"
"3359","STORAGE_ENTERPRISE_NETWORK_STORAGE_PATH_EVIDENCE_V1_FIREWALL_PORT_PATH_MANAGEMENT_API_QUESTION_PLAN_V1","Firewall Port Path Management Api Question Plan","enterprise-network-storage-path-evidence-v1","action-layers/windows/storage-admin/enterprise-network-storage-path-evidence-v1/scripts/checks/3359-firewall-port-path-management-api-question-plan.ps1","27b1696b6fa77818613c01b75c104143f049a8650038fb97fd0e26bbe7602bb7","False","False","False","safe sanitized evidence only"
