"action_number","action_id","action_layer_id","title","description","category","level","platform","audience","script_path","script_sha256","hash_policy","public_safe","no_admin_required","no_remediation","mutation","accepted_for_baseline","accepted_for_mutation"
"638","ENDUSER_NETWORK_DNS_CLIENT_EVENT_WINDOW_SUMMARY_V1","network-evidence-v1","Network DNS client event window summary","Collects sanitized read-only local evidence for network-dns-client-event-window-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/638-network-dns-client-event-window-summary.ps1","c4af40778bb8394fd586365b6f3ed8fb168621e886218613ad07fde7ea4b5472","lf-normalized-sha256","True","True","True","False","False","False"
"639","ENDUSER_NETWORK_DNS_WARNING_ERROR_RATIO_SUMMARY_V1","network-evidence-v1","Network DNS warning error ratio summary","Collects sanitized read-only local evidence for network-dns-warning-error-ratio-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/639-network-dns-warning-error-ratio-summary.ps1","971aa339043f55cb2650137ee74937edfa35305d8f935bbb86247090052f8f63","lf-normalized-sha256","True","True","True","False","False","False"
"640","ENDUSER_NETWORK_DNS_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network DNS ticket evidence summary","Collects sanitized read-only local evidence for network-dns-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/640-network-dns-ticket-evidence-summary.ps1","9c8af3e6df976fa4b6eca0ff5a391f9ea6649e66687b1ce7eeca46574b453d63","lf-normalized-sha256","True","True","True","False","False","False"
"641","ENDUSER_NETWORK_DEFAULT_ROUTE_COUNT_SUMMARY_V1","network-evidence-v1","Network default route count summary","Collects sanitized read-only local evidence for network-default-route-count-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/641-network-default-route-count-summary.ps1","e2f6a18773a045d26f56009d49044e382936f03bbff8319136fa0c0ae559b0c8","lf-normalized-sha256","True","True","True","False","False","False"
"642","ENDUSER_NETWORK_MULTIPLE_DEFAULT_ROUTE_PRESENCE_SUMMARY_V1","network-evidence-v1","Network multiple default route presence summary","Collects sanitized read-only local evidence for network-multiple-default-route-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/642-network-multiple-default-route-presence-summary.ps1","3c6ede5c78792d4766855bc9c678904af1d73b5513db2332b25804e2fb1e9a31","lf-normalized-sha256","True","True","True","False","False","False"
"643","ENDUSER_NETWORK_ROUTE_FAMILY_DISTRIBUTION_SUMMARY_V1","network-evidence-v1","Network route family distribution summary","Collects sanitized read-only local evidence for network-route-family-distribution-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/643-network-route-family-distribution-summary.ps1","4972c4b01d4b4f8c68c373d54f43f4c0206c0dfc945adc310206be24120ebc06","lf-normalized-sha256","True","True","True","False","False","False"
"644","ENDUSER_NETWORK_ROUTE_PROTOCOL_DISTRIBUTION_SUMMARY_V1","network-evidence-v1","Network route protocol distribution summary","Collects sanitized read-only local evidence for network-route-protocol-distribution-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/644-network-route-protocol-distribution-summary.ps1","e1219ca3be3bb78c90b53d694d6a26d9f897c053586cde8d7332e42baa7dc6da","lf-normalized-sha256","True","True","True","False","False","False"
"645","ENDUSER_NETWORK_ROUTE_STORE_DISTRIBUTION_SUMMARY_V1","network-evidence-v1","Network route store distribution summary","Collects sanitized read-only local evidence for network-route-store-distribution-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/645-network-route-store-distribution-summary.ps1","30f68dd8ad44f3d3845f896abca5ed470ad98721eec04881c889b33db3ecd9fb","lf-normalized-sha256","True","True","True","False","False","False"
"646","ENDUSER_NETWORK_INTERFACE_METRIC_RANGE_CATEGORY_SUMMARY_V1","network-evidence-v1","Network interface metric range category summary","Collects sanitized read-only local evidence for network-interface-metric-range-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/646-network-interface-metric-range-category-summary.ps1","deebc1d88134bed0dc2606b44e56248fbaabf673867321e4aa06f9945996b867","lf-normalized-sha256","True","True","True","False","False","False"
"647","ENDUSER_NETWORK_LOWEST_METRIC_INTERFACE_CATEGORY_SUMMARY_V1","network-evidence-v1","Network lowest metric interface category summary","Collects sanitized read-only local evidence for network-lowest-metric-interface-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/647-network-lowest-metric-interface-category-summary.ps1","bac2ac58c8982a7ce9dd43e548854e381774d482bdaedaf3a7fd6a05950005a0","lf-normalized-sha256","True","True","True","False","False","False"
"648","ENDUSER_NETWORK_AUTOMATIC_METRIC_USAGE_SUMMARY_V1","network-evidence-v1","Network automatic metric usage summary","Collects sanitized read-only local evidence for network-automatic-metric-usage-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/648-network-automatic-metric-usage-summary.ps1","6ba45e7c956bb31288219a7a7978b9a7d2466129947ed1f75abcfddfa37a3ce5","lf-normalized-sha256","True","True","True","False","False","False"
"649","ENDUSER_NETWORK_ROUTE_GATEWAY_CORRELATION_SUMMARY_V1","network-evidence-v1","Network route gateway correlation summary","Collects sanitized read-only local evidence for network-route-gateway-correlation-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/649-network-route-gateway-correlation-summary.ps1","9f84ab1af20f82d8936d2c40fc27cf49ffc009aa7f44dd78a06cfe23bdbb272c","lf-normalized-sha256","True","True","True","False","False","False"
"650","ENDUSER_NETWORK_ROUTING_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network routing ticket evidence summary","Collects sanitized read-only local evidence for network-routing-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/650-network-routing-ticket-evidence-summary.ps1","a232743c9eac5400d9adac120dcd3855c678aab1f6192ec2ed9f37ab0d489ab2","lf-normalized-sha256","True","True","True","False","False","False"
"651","ENDUSER_NETWORK_PROFILE_CATEGORY_DISTRIBUTION_SUMMARY_V1","network-evidence-v1","Network profile category distribution summary","Collects sanitized read-only local evidence for network-profile-category-distribution-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/651-network-profile-category-distribution-summary.ps1","496af539ea5612aa6aea33a194837bc54bcbcb00d2ac5cf287350b19771a4d4c","lf-normalized-sha256","True","True","True","False","False","False"
"652","ENDUSER_NETWORK_PROFILE_CONNECTIVITY_STATE_SUMMARY_V1","network-evidence-v1","Network profile connectivity state summary","Collects sanitized read-only local evidence for network-profile-connectivity-state-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/652-network-profile-connectivity-state-summary.ps1","4f490de9b3a79a58078e3b71a8f405d44e1a9921c51c2d6ebdd276bfd29bae1a","lf-normalized-sha256","True","True","True","False","False","False"
"653","ENDUSER_NETWORK_PROFILE_IPV4_IPV6_CONNECTIVITY_SUMMARY_V1","network-evidence-v1","Network profile IPv4 IPv6 connectivity summary","Collects sanitized read-only local evidence for network-profile-ipv4-ipv6-connectivity-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/653-network-profile-ipv4-ipv6-connectivity-summary.ps1","48d825d8d0e9786b509fcee38c8b81c3ba6a1b835ebd66756927f41e21e2f340","lf-normalized-sha256","True","True","True","False","False","False"
"654","ENDUSER_NETWORK_PROFILE_COUNT_SUMMARY_V1","network-evidence-v1","Network profile count summary","Collects sanitized read-only local evidence for network-profile-count-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/654-network-profile-count-summary.ps1","9b1bd1fe563bca62553e0f5861c4782f6e31dc1b854cb4c4a6dcb2865c7b3bfe","lf-normalized-sha256","True","True","True","False","False","False"
"655","ENDUSER_NETWORK_PROFILE_PUBLIC_PRIVATE_DOMAIN_CATEGORY_SUMMARY_V1","network-evidence-v1","Network profile public private domain category summary","Collects sanitized read-only local evidence for network-profile-public-private-domain-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/655-network-profile-public-private-domain-category-summary.ps1","4279451d39b66316b5876265fc0894b1022aae5ea1d80517771a79613ac6ad03","lf-normalized-sha256","True","True","True","False","False","False"
"656","ENDUSER_NETWORK_NLA_SERVICE_START_MODE_SUMMARY_V1","network-evidence-v1","Network NLA service start mode summary","Collects sanitized read-only local evidence for network-nla-service-start-mode-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/656-network-nla-service-start-mode-summary.ps1","8645aa76b1ed8710733846bccefd7639c70bd03920aceeaa06690390eb5e4179","lf-normalized-sha256","True","True","True","False","False","False"
"657","ENDUSER_NETWORK_NLA_EVENT_WINDOW_SUMMARY_V1","network-evidence-v1","Network NLA event window summary","Collects sanitized read-only local evidence for network-nla-event-window-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/657-network-nla-event-window-summary.ps1","b7f396532dad29fab6161a08571c6238679904e6dc166ed816e2ae751636f7dc","lf-normalized-sha256","True","True","True","False","False","False"
"658","ENDUSER_NETWORK_NLA_WARNING_ERROR_RATIO_SUMMARY_V1","network-evidence-v1","Network NLA warning error ratio summary","Collects sanitized read-only local evidence for network-nla-warning-error-ratio-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/658-network-nla-warning-error-ratio-summary.ps1","202377dd042ab8adbabda006e87543ac07c5ca7cdc49327cabd43be20267c0fd","lf-normalized-sha256","True","True","True","False","False","False"
"659","ENDUSER_NETWORK_PROFILE_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network profile ticket evidence summary","Collects sanitized read-only local evidence for network-profile-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/659-network-profile-ticket-evidence-summary.ps1","a269da281c6fcc8773c0592d21da6c7cdfcfbf1a49348769a7270ac6f1cd8792","lf-normalized-sha256","True","True","True","False","False","False"
"660","ENDUSER_NETWORK_NETWORK_LOCATION_CONSISTENCY_SUMMARY_V1","network-evidence-v1","Network location consistency summary","Collects sanitized read-only local evidence for network-network-location-consistency-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/660-network-network-location-consistency-summary.ps1","7a9272e460af6889997fad2adadeef3e9aa0c223ce594b8d225f5cee53b294fe","lf-normalized-sha256","True","True","True","False","False","False"
"661","ENDUSER_NETWORK_FIREWALL_ENABLED_PROFILE_COUNT_SUMMARY_V1","network-evidence-v1","Network firewall enabled profile count summary","Collects sanitized read-only local evidence for network-firewall-enabled-profile-count-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/661-network-firewall-enabled-profile-count-summary.ps1","d77b7df6ed60d6d173505a8c202b59ef4e7d6ff559c0757cccdd78f529169ad0","lf-normalized-sha256","True","True","True","False","False","False"
"662","ENDUSER_NETWORK_FIREWALL_DEFAULT_ACTION_SUMMARY_V1","network-evidence-v1","Network firewall default action summary","Collects sanitized read-only local evidence for network-firewall-default-action-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/662-network-firewall-default-action-summary.ps1","9d82f08d100f838e7755ca229733c637f69e760c721535def569da6fddb6e878","lf-normalized-sha256","True","True","True","False","False","False"
"663","ENDUSER_NETWORK_FIREWALL_PROFILE_POLICY_STORE_SUMMARY_V1","network-evidence-v1","Network firewall profile policy store summary","Collects sanitized read-only local evidence for network-firewall-profile-policy-store-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/663-network-firewall-profile-policy-store-summary.ps1","855e63ad98ae2ad740ece4da71dfa679f9bca44bb6b34bcc97fbbf3e7ba70293","lf-normalized-sha256","True","True","True","False","False","False"
"664","ENDUSER_NETWORK_FIREWALL_LOCAL_RULE_COUNT_CATEGORY_SUMMARY_V1","network-evidence-v1","Network firewall local rule count category summary","Collects sanitized read-only local evidence for network-firewall-local-rule-count-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/664-network-firewall-local-rule-count-category-summary.ps1","6f7a563783e6767b8d4a57a57575670401b4186176259f323fbc57dfc08a9e40","lf-normalized-sha256","True","True","True","False","False","False"
"665","ENDUSER_NETWORK_FIREWALL_ENABLED_RULE_COUNT_CATEGORY_SUMMARY_V1","network-evidence-v1","Network firewall enabled rule count category summary","Collects sanitized read-only local evidence for network-firewall-enabled-rule-count-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/665-network-firewall-enabled-rule-count-category-summary.ps1","6321c5a526b7815e7cb59f1010c31f47b3176bc6fd1b566553f8e32a85b250e7","lf-normalized-sha256","True","True","True","False","False","False"
"666","ENDUSER_NETWORK_FIREWALL_BLOCK_ALLOW_BALANCE_SUMMARY_V1","network-evidence-v1","Network firewall block allow balance summary","Collects sanitized read-only local evidence for network-firewall-block-allow-balance-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/666-network-firewall-block-allow-balance-summary.ps1","3750fb9379c229a14064eba2e8bb2d30bdfe5c51bd1683eb1b75f427ebc211da","lf-normalized-sha256","True","True","True","False","False","False"
"667","ENDUSER_NETWORK_FIREWALL_PROFILE_EVENT_WINDOW_SUMMARY_V1","network-evidence-v1","Network firewall profile event window summary","Collects sanitized read-only local evidence for network-firewall-profile-event-window-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/667-network-firewall-profile-event-window-summary.ps1","28d236c0112ebf3fc1ca3fef012ab28912f85ac065f4ba998b920eda7902ac9e","lf-normalized-sha256","True","True","True","False","False","False"
"668","ENDUSER_NETWORK_FIREWALL_WARNING_ERROR_RATIO_SUMMARY_V1","network-evidence-v1","Network firewall warning error ratio summary","Collects sanitized read-only local evidence for network-firewall-warning-error-ratio-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/668-network-firewall-warning-error-ratio-summary.ps1","fc953fac316c4edda529e2753e364fa2404af7c4ac72facff8fb6e673ab2b108","lf-normalized-sha256","True","True","True","False","False","False"
"669","ENDUSER_NETWORK_FIREWALL_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network firewall ticket evidence summary","Collects sanitized read-only local evidence for network-firewall-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/669-network-firewall-ticket-evidence-summary.ps1","9b1722d50e97e41aabc5ac6941f5e6885dcf54d4bb729d9e80fe980b5ea7e7b8","lf-normalized-sha256","True","True","True","False","False","False"
"670","ENDUSER_NETWORK_FIREWALL_READINESS_SUMMARY_V1","network-evidence-v1","Network firewall readiness summary","Collects sanitized read-only local evidence for network-firewall-readiness-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/670-network-firewall-readiness-summary.ps1","a252ac0af8cfc7335933503ab5b6fbe0a7b4f8b2bde5292393bb8e0b697b3cd1","lf-normalized-sha256","True","True","True","False","False","False"
"671","ENDUSER_NETWORK_PROXY_ENABLED_PRESENCE_SUMMARY_V1","network-evidence-v1","Network proxy enabled presence summary","Collects sanitized read-only local evidence for network-proxy-enabled-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/671-network-proxy-enabled-presence-summary.ps1","c34e55031e0429e48e543c882ce1e30277354252372f9d8361601d6de839d880","lf-normalized-sha256","True","True","True","False","False","False"
"672","ENDUSER_NETWORK_PROXY_AUTO_DETECT_SUMMARY_V1","network-evidence-v1","Network proxy auto detect summary","Collects sanitized read-only local evidence for network-proxy-auto-detect-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/672-network-proxy-auto-detect-summary.ps1","602e5dec57bd0f672e5760eb1e97e9c249ad1d88e2b22068ebbdecefda80f345","lf-normalized-sha256","True","True","True","False","False","False"
"673","ENDUSER_NETWORK_PROXY_AUTO_CONFIG_PRESENCE_SUMMARY_V1","network-evidence-v1","Network proxy auto config presence summary","Collects sanitized read-only local evidence for network-proxy-auto-config-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/673-network-proxy-auto-config-presence-summary.ps1","85282b72fabc62df735fc5ef863c1c60ee03dbc2ef223246d8f56024925ab9c7","lf-normalized-sha256","True","True","True","False","False","False"
"674","ENDUSER_NETWORK_WINHTTP_PROXY_PRESENCE_SUMMARY_V1","network-evidence-v1","Network WinHTTP proxy presence summary","Collects sanitized read-only local evidence for network-winhttp-proxy-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/674-network-winhttp-proxy-presence-summary.ps1","af7a62cf234efa929e9ec1c379906a18ef1a810e560e8963197265d903e1a3c9","lf-normalized-sha256","True","True","True","False","False","False"
"675","ENDUSER_NETWORK_USER_PROXY_VS_WINHTTP_SUMMARY_V1","network-evidence-v1","Network user proxy versus WinHTTP summary","Collects sanitized read-only local evidence for network-user-proxy-vs-winhttp-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/675-network-user-proxy-vs-winhttp-summary.ps1","6c503fba17edaa482c31b67b65cdef4a2768296f408b760edcdaa508275eec87","lf-normalized-sha256","True","True","True","False","False","False"
"676","ENDUSER_NETWORK_PROXY_BYPASS_PRESENCE_SUMMARY_V1","network-evidence-v1","Network proxy bypass presence summary","Collects sanitized read-only local evidence for network-proxy-bypass-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/676-network-proxy-bypass-presence-summary.ps1","602ac0d8a2145511a3779be5439465c63e933e21668bf40d6906d39f4607ad76","lf-normalized-sha256","True","True","True","False","False","False"
"677","ENDUSER_NETWORK_PROXY_SETTING_COMPLETENESS_SUMMARY_V1","network-evidence-v1","Network proxy setting completeness summary","Collects sanitized read-only local evidence for network-proxy-setting-completeness-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/677-network-proxy-setting-completeness-summary.ps1","96696e8c0460cd76bfcbbb7b506b97e657b55e9b5f74624b3adaf0d4b68b6c60","lf-normalized-sha256","True","True","True","False","False","False"
"678","ENDUSER_NETWORK_PROXY_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network proxy ticket evidence summary","Collects sanitized read-only local evidence for network-proxy-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/678-network-proxy-ticket-evidence-summary.ps1","40ace8d00860112da74e2046c00e15443456e65e78dda12d3307bc5d0c8a1426","lf-normalized-sha256","True","True","True","False","False","False"
"679","ENDUSER_NETWORK_WEB_CLIENT_SERVICE_STATUS_SUMMARY_V1","network-evidence-v1","Network web client service status summary","Collects sanitized read-only local evidence for network-web-client-service-status-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/679-network-web-client-service-status-summary.ps1","c71956cc116ae25ac637a3e1985c410f1662ce857be954459a1b1d5b90c330f4","lf-normalized-sha256","True","True","True","False","False","False"
"680","ENDUSER_NETWORK_WEB_PROXY_RISK_CATEGORY_SUMMARY_V1","network-evidence-v1","Network web proxy risk category summary","Collects sanitized read-only local evidence for network-web-proxy-risk-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/680-network-web-proxy-risk-category-summary.ps1","6aad6346c5d5cf996da720058d977865e68a903a41fa5a3a5d699bbccc688b53","lf-normalized-sha256","True","True","True","False","False","False"
"681","ENDUSER_NETWORK_WIFI_ADAPTER_PRESENCE_SUMMARY_V1","network-evidence-v1","Network Wi-Fi adapter presence summary","Collects sanitized read-only local evidence for network-wifi-adapter-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/681-network-wifi-adapter-presence-summary.ps1","3ec75b1d2bd24befd408019124f895226d61af3273fad0b4b82ded2982ea84c0","lf-normalized-sha256","True","True","True","False","False","False"
"682","ENDUSER_NETWORK_WIFI_PROFILE_VOLUME_CATEGORY_SUMMARY_V1","network-evidence-v1","Network Wi-Fi profile volume category summary","Collects sanitized read-only local evidence for network-wifi-profile-volume-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/682-network-wifi-profile-volume-category-summary.ps1","4e658508fd96e061ae6976ba03e3a367be4c26cf1076e28826e6f83b1e320406","lf-normalized-sha256","True","True","True","False","False","False"
"683","ENDUSER_NETWORK_WIFI_CURRENT_CONNECTION_PRESENCE_SUMMARY_V1","network-evidence-v1","Network Wi-Fi current connection presence summary","Collects sanitized read-only local evidence for network-wifi-current-connection-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/683-network-wifi-current-connection-presence-summary.ps1","eb8cb2b5d59680dfd4e009fe2b7a18a9f11e680fa9a45abdcd932e16887f666f","lf-normalized-sha256","True","True","True","False","False","False"
"684","ENDUSER_NETWORK_WIFI_AUTHENTICATION_CATEGORY_SUMMARY_V1","network-evidence-v1","Network Wi-Fi authentication category summary","Collects sanitized read-only local evidence for network-wifi-authentication-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/684-network-wifi-authentication-category-summary.ps1","6e2fc4ec3c132550b7a83e1fb1618914c6874790b7c4fe901aa91ac8bf683df4","lf-normalized-sha256","True","True","True","False","False","False"
"685","ENDUSER_NETWORK_WIFI_ENCRYPTION_CATEGORY_SUMMARY_V1","network-evidence-v1","Network Wi-Fi encryption category summary","Collects sanitized read-only local evidence for network-wifi-encryption-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/685-network-wifi-encryption-category-summary.ps1","04cd7c312a9e2cab972c746a7a13b61da1db24576fa9a430d4c03ab037b83469","lf-normalized-sha256","True","True","True","False","False","False"
"686","ENDUSER_NETWORK_WIFI_SIGNAL_CATEGORY_SUMMARY_V1","network-evidence-v1","Network Wi-Fi signal category summary","Collects sanitized read-only local evidence for network-wifi-signal-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/686-network-wifi-signal-category-summary.ps1","75d227b525f8ef6a01d572d2bcf5e19cb3fd8579b929257022078836f5d968dd","lf-normalized-sha256","True","True","True","False","False","False"
"687","ENDUSER_NETWORK_WIFI_RADIO_STATUS_SUMMARY_V1","network-evidence-v1","Network Wi-Fi radio status summary","Collects sanitized read-only local evidence for network-wifi-radio-status-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/687-network-wifi-radio-status-summary.ps1","8861d1bef78d87ce8042c514922b3387e92b1e3638ef652f1f896a4a936288a3","lf-normalized-sha256","True","True","True","False","False","False"
"688","ENDUSER_NETWORK_WIFI_INTERFACE_STATE_SUMMARY_V1","network-evidence-v1","Network Wi-Fi interface state summary","Collects sanitized read-only local evidence for network-wifi-interface-state-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/688-network-wifi-interface-state-summary.ps1","0dd4dd4daace6d4cbbf5f8bc374f303fd1ceb22c4c2b5bf840fa0d9f540cda7b","lf-normalized-sha256","True","True","True","False","False","False"
"689","ENDUSER_NETWORK_WIFI_EVENT_WINDOW_SUMMARY_V1","network-evidence-v1","Network Wi-Fi event window summary","Collects sanitized read-only local evidence for network-wifi-event-window-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/689-network-wifi-event-window-summary.ps1","81ad90857e68f7c7f4b68e56e63c379e1ea50bdb1cf0a0a86d55f01224514520","lf-normalized-sha256","True","True","True","False","False","False"
"690","ENDUSER_NETWORK_WIFI_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network Wi-Fi ticket evidence summary","Collects sanitized read-only local evidence for network-wifi-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/690-network-wifi-ticket-evidence-summary.ps1","81f469c481896ea0a59d1595fa28d5bb10eaa9e5be534979f3eb8570dce3cd63","lf-normalized-sha256","True","True","True","False","False","False"
